article_id,title,body,link
1143,"Half-Remembered Yesterdays of a Restless Generation; The PERILS OF PROSPERITY, 1914-32. By William E. Leuchtenburg. 313 pp. Chicago: University of Chicago Press. $3.50.",,https://www.nytimes.com/1958/07/13/archives/halfremembered-yesterdays-of-a-restless-generation-the-perils-of.html
1144,"'Hands Off Court,' Hoover Says, Warning of 'Road to Suicide'; One 'President's Troop of Judges' Would Lead to Another, He Predicts in Chicago Speech--Recalls Foreign Dictators' Excuse of 'Acting for the People'",,https://www.nytimes.com/1937/02/21/archives/hands-off-court-hoover-says-warning-of-road-to-suicide-one.html
1145,Suicidal Behavior Tied Again to Drug,Doctors have reported two more cases of suicidal behavior and suicidal fantasies that they believe can only be explained by the effects of the widely publicized antidepressant drug Prozac.,https://www.nytimes.com/1991/02/07/health/suicidal-behavior-tied-again-to-drug.html
1146,"Suicidal Tendencies Are Evident Before Deployment, Study Finds","Amid growing alarm at the rate of suicide among members of the military and confusion about possible causes, researchers reported on Monday that most of the Army’s enlisted men and women with suicidal tendencies had them before they enlisted, and that those at highest risk of making an attempt often had a long history of impulsive anger.",https://www.nytimes.com/2014/03/04/science/suicidal-tendencies-are-evident-before-deployment-study-finds.html
1147,Mercy for the Dying,"Just when it looked as if support for physician-assisted suicide was gaining strength in the courts and in public opinion, a New York State advisory panel has thrown its considerable influence against legalizing the practice. The New York State Task Force on Life and the Law, appointed by Gov. Mario Cuomo, charged this week that allowing doctors to help patients commit suicide would be ""profoundly dangerous"" and pose ""extraordinary risks"" for many patients.",https://www.nytimes.com/1994/05/28/opinion/mercy-for-the-dying.html
1148,How to Talk to a Stranger in Despair,"“When someone has the gun in their hands or is sitting on the ledge, we call it actively suicidal,” says Mary Dunnigan, a retired sergeant who specialized in crisis negotiation for 21 of the 33 years that she was with the San Francisco Police Department. In that situation, your first interaction should be to engage in conversation. Do not stop talking, while remaining calm and flexible. Text or call 911 as soon as you can without leaving the person alone or breaking the conversational thread. “You don’t want to go through this yourself; you don’t want to solve anything or fix their problems,” Dunnigan says. “You want to be a listening ear in their most desperate time.”",https://www.nytimes.com/2017/01/13/magazine/how-to-talk-to-a-stranger-in-despair.html
1149,Young Adults’ Pandemic Mental Health Risks,"Yes, these are hard times, and everyone is stressed, but new data suggest that young adults — both those who are going back to college and those who are not — may be suffering particularly hard when it comes to mental health.",https://www.nytimes.com/2020/08/24/well/family/young-adults-mental-health-pandemic.html
1150,‘I Had Completely Lost the Knack for Staying Alive’,"It’s a popular and perhaps dangerous belief, reinforced by that inescapable Christmas classic “It’s a Wonderful Life,” that winter is the peak season for suicide. Yet experts have known since the late 1800s that it’s not true: More people take their own lives in the spring months than in other times of the year. No definitive explanations have emerged for why this is so.",https://www.nytimes.com/2019/05/18/opinion/sunday/spring-despair.html
1151,"KIN OF PERSHING ENDS LIFE; John P. Heiner of Philadelphia Lost $750,000 in 1929.",,https://www.nytimes.com/1935/08/04/archives/kin-of-pershing-ends-life-john-p-heiner-of-philadelphia-lost-750000.html
1152,‘I Had Completely Lost the Knack for Staying Alive’,"It’s a popular and perhaps dangerous belief, reinforced by that inescapable Christmas classic “It’s a Wonderful Life,” that winter is the peak season for suicide. Yet experts have known since the late 1800s that it’s not true: More people take their own lives in the spring months than in other times of the year. No definitive explanations have emerged for why this is so.",https://www.nytimes.com/2019/05/18/opinion/sunday/spring-despair.html
1153,"MYSTERY IN DEATH OF BOY CHOIR SINGER; Body Found on Railroad in Forest Park--Suicide, PoliceAssert.MURDERED, FATHER SAYS Believes Richmond Hill Youth WasVictim of Hold-Up Men--BurnsFound in Mouth.",,https://www.nytimes.com/1921/01/24/archives/mystery-in-death-of-boy-choir-singer-body-found-on-railroad-in.html
1154,"As Pandemic Threatens Britain’s Mental Health, These ‘Fishermen’ Fight Back","GAINSBOROUGH, England — The group of seven volunteers in high-visibility vests, equipped with GPS trackers and radios, gathered in the parking lot of a nature preserve on the outskirts of town.",https://www.nytimes.com/2020/12/06/world/europe/uk-mental-health-suicide-coronavirus.html
1155,Gay Utah Teenager Takes Another Step in 10-Year Journey,"ST. GEORGE, Utah  One bond among many of the members of the Gay-Straight Alliances in Utah high schools is a history of secrecy, depression and even self-loathing in a community where gay children have sometimes been shunned at church or kicked out of their homes. ",https://www.nytimes.com/2011/01/02/us/02utahside.html
1156,Sons of Divorce Fare Worse Than Daughters,Is divorce tougher on boys than on girls?,https://well.blogs.nytimes.com/2011/01/25/sons-of-divorce-fare-worse-than-daughters/
1157,"BULGARIA BREAKS SILENCE ON PLOT; 3 Officials Seized, but Sofia Denies Coup Was Tried",,https://www.nytimes.com/1965/04/23/archives/bulgaria-breaks-silence-on-plot-3-officials-seized-but-sofia-denies.html
1158,Why Is America So Depressed?,Everyone has his or her own definition of a political crisis. Mine is when our collective mental health starts having a profound effect on our politics — and vice versa.,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html
1159,POPULATION TRENDS,,https://www.nytimes.com/1940/02/22/archives/population-trends.html
1160,A VICTIM OF DEPRESSION.,,https://www.nytimes.com/1886/05/24/archives/a-victim-of-depression.html
1161,A VICTIM OF DEPRESSION.,,https://www.nytimes.com/1886/05/24/archives/a-victim-of-depression.html
1162,How to Chase the Weekend Blues,"Some people say that they “live for the weekends,” when they can relax and have fun after a hectic workweek. But there are others who would just as soon forget that weekends exist. These are the people who suffer from what many psychiatrists call “weekend depression.”",https://www.nytimes.com/1976/08/27/archives/new-jersey-weekly-how-to-chase-the-weekend-blues.html
1163,"SUICIDE CLUB HINTED IN STUDENT'S DEATH; Note Addressed to Boy Who Kills Himself Reads: ""Due to Die March 17, 1927."" PATROLMAN'S SON DIES Uses His Father's Discarded Pistol -- Girl Who Took Poison Is Expected to Recover.",,https://www.nytimes.com/1927/03/23/archives/suicide-club-hinted-in-students-death-note-addressed-to-boy-who.html
1164,Topics of The Times,,https://www.nytimes.com/1933/07/07/archives/topics-of-the-times.html
1165,PRICE INSURANCE; New Plan to Prevent Depressions Resulting From Supply-and-Demand Law,,https://www.nytimes.com/1921/03/13/archives/price-insurance-new-plan-to-prevent-depressions-resulting-from.html
1166,"Busy Working, Robin Williams Fought Demons","LOS ANGELES — Peering through his camera at Robin Williams in 2012, the cinematographer John Bailey thought he glimpsed something not previously evident in the comedian’s work. They were shooting the independent film “The Angriest Man in Brooklyn,” and Mr. Williams was playing a New York lawyer who, facing death, goes on a rant against the injustice and banality of life.",https://www.nytimes.com/2014/08/13/business/media/busy-working-robin-williams-fought-demons.html
1167,"The Computer and The Psychiatrist; A conversation with a scientist about the state of the psychiatric art: where it is, where it's going",,https://www.nytimes.com/1969/04/06/archives/the-computer-and-the-psychiatrist-a-conversation-with-a-scientist-a.html
1168,HAD HOT AGREED TO DIE WITH LATSON; Girl Secretary Declares She Will Not Try Again to Commit Suicide.,,https://www.nytimes.com/1911/05/16/archives/had-hot-agreed-to-die-with-latson-girl-secretary-declares-she-will.html
1169,"New York's First ""Depression''; Mr. Spaulding Makes an Economic Interpretation of the Many Troubles That Beset the City After the Revolutionary War NEW YORK IN THE CRITICAL PERIOD, 1783-1789. By S. Wilder Spaulding Foreword by Dixon Ryan fox Frontispiece and maps. 334 pp New york Staff Historical Association Series, Volume 1. New york: Columbus University Press. u4.50.",,https://www.nytimes.com/1933/01/08/archives/new-yorks-first-depression-mr-spaulding-makes-an-economic.html
1170,Navigator: Information on Mental Health,"A selection of Web sites providing information on mental health, particularly as it pertains to children.",https://www.nytimes.com/ref/health/kids-resources.html
1171,"Bosnia's Cruelest Siege: Boredom, Stress, Anxiety","Six months after a NATO ultimatum stopped the Serbian shelling of Sarajevo, this city has entered a nightmarish twilight zone in which the horrors are less palpable than exploding shrapnel but more insidious and just as destructive.",https://www.nytimes.com/1994/09/19/world/bosnia-s-cruelest-siege-boredom-stress-anxiety.html
1172,Doctors Say They Will Cut Antidepressant Use,"Psychiatrists, pediatricians and family practice doctors said in interviews that they would restrict their use of antidepressants in the wake of a federal advisory committee's decision that the medicines should contain severe warnings about the risks of suicide.",https://www.nytimes.com/2004/09/16/health/doctors-say-they-will-cut-antidepressant-use.html
1173,The Capital Spotlight; Anguished Words From Dead Clinton Aide Make Washington Think About Its Values,"""I was not meant for the spotlight of public life in Washington. Here ruining people is considered sport.""",https://www.nytimes.com/1993/08/13/us/capital-spotlight-anguished-words-dead-clinton-aide-make-washington-think-about.html
1174,"COMES TO AID GIRL WHO TRIED SUICIDE; Mother of Irene Harrison of Chorus Here to Take Daughter Back to Detroit.CHUM'S MOTHER HERE, TOO Patient Who Took Poison Now Denies That She Confessed Being a Drug Addict.",,https://www.nytimes.com/1922/09/08/archives/comes-to-aid-girl-who-tried-suicide-mother-of-irene-harrison-of.html
1175,Family Wonders if Prozac Prompted School Shootings,"RED LAKE, Minn., March 25 - In their sleepless search for answers, the family of Jeff Weise, the teenager who killed nine people and then himself, says it is left wondering about the drugs he was prescribed for his waves of depression.",https://www.nytimes.com/2005/03/26/us/family-wonders-if-prozac-prompted-school-shootings.html
1176,"BROKER A SUICIDE, MOURNING FOR WIFE; William E. Coffin, 70, Shoots Himself in Office After Writing Explanation. SCRUBWOMEN FIND BODY Friend of Mellon and Gary Had Amassed Riches, but Lost Partner of Fifty Years.",,https://www.nytimes.com/1925/05/23/archives/broker-a-suicide-mourning-for-wife-william-e-coffin-70-shoots.html
1177,"Antidepressant Paxil Is Unsafe for Teenagers, New Analysis Says","Fourteen years ago, a leading drug maker published a study showing that the antidepressant Paxil was safe and effective for teenagers. On Wednesday, a major medical journal posted a new analysis of the same data concluding that the opposite is true.",https://www.nytimes.com/2015/09/17/health/antidepressant-paxil-is-unsafe-for-teenagers-new-analysis-says.html
1178,"Weekly Health Quiz: Exercise, Sunlight and a Party Drug",Test your knowledge of this week’s health news.,https://www.nytimes.com/interactive/2019/02/14/well/15healthquiz-02152019.html
1179,"Losses Mount, Fears Overwhelm, and a Life-Ending Decision Is Made",Walter Buczynski was a top executive at a Maryland mortgage lender before he killed his wife and jumped off a bridge last January.,https://www.nytimes.com/2008/11/07/business/07suicide.html
1180,BIG KREUGER SHOCK WANING IN SWEDEN; Head of Stockholm Stock Ex- change Calls Country's Po- sition Not Alarming. SAFEGUARDS TIGHTENED Guest of Rotarians Here Says Baring of Manipulations Caused New Legislation.,,https://www.nytimes.com/1933/01/22/archives/big-kreuger-shock-waning-in-sweden-head-of-stockholm-stock-ex.html
1181,Added Warning for Malaria Drug,"The maker of a widely used antimalaria drug, Lariam, says it will notify doctors about reports of a link between the drug and suicide.",https://www.nytimes.com/2002/09/10/health/vital-signs-labeling-added-warning-for-malaria-drug.html
1182,BIG KREUGER SHOCK WANING IN SWEDEN; Head of Stockholm Stock Ex- change Calls Country's Po- sition Not Alarming. SAFEGUARDS TIGHTENED Guest of Rotarians Here Says Baring of Manipulations Caused New Legislation.,,https://www.nytimes.com/1933/01/22/archives/big-kreuger-shock-waning-in-sweden-head-of-stockholm-stock-ex.html
